GI - Code,Barangay,Classification,GI - Date,GI - Interviewer,"GI - Remarks (Small, Medium, Large, Residential)",GI - Business Name/Residential Name/Contact number,GI - Business Location/Address,GI - Type of Business,GI - No. of Employees,GI - Operating Hours - Start,GI - Operating Hours - End,CWSU-1 - Usage - Specify,GI - Members,CWSU-1 - Usage - Drinking,CWSU-1 - Usage - Food preparation,CWSU-1 - Usage - Cleaning & Sanitation,CWSU-1 - Usage - Manufacturing/Production,CWSU-1 - Usage - Landscaping/Irrigation,CWSU-1 - Usage - Others,CWSU-2 - Treatment,CWSU-3 - Current Sources - Tap Water (Water District etc.),CWSU-3 - Current Sources - Deep Well (owned),CWSU-3 - Current Sources - Truck Delivery Services (5 m3),CWSU-3 - Current Sources - Bottled water (5 gallons),CWSU-3 - Current Sources - Others,"CWSU-3 - Current Sources - (If others, please specify)",CWSU-4 - Primary Drinking Source - Tap Water (Water District etc.),CWSU-4 - Primary Drinking Source - Deep Well (owned),CWSU-4 - Primary Drinking Source - Truck Delivery Services (5 m3),CWSU-4 - Primary Drinking Source - Bottled water (5 gallons),CWSU-4 - Primary Drinking Source - Others,"CWSU-4 - Primary Drinking Source - (If others, please specify)",CWSU-4 - Primary Drinking Source - gals,CWSU-5 - Ave Demand (in cbm),CWSU-6 - Actual Use (m3 / gal) - Tap Water (Water District etc.),CWSU-6 - Actual Use (m3 / gal) - Deep Well (owned),CWSU-6 - Actual Use (m3 / gal) - Truck Delivery Services (5 m3),CWSU-6 - Actual Use (m3 / gal) - Bottled water (5 gallons),CWSU-6 - Actual Use (m3 / gal) - Others (gallons),CWSU-7 - Peak Month - Start,CWSU-7 - Peak Month - End,"CWSU-8 - Monthly Costs - Less than PhP 1,000","CWSU-8 - Monthly Costs - PhP 1,000 - PhP 3,000","CWSU-8 - Monthly Costs - PhP 3,000 - PhP 5,000","CWSU-8 - Monthly Costs - PhP 5,000 - PhP 10,000","CWSU-8 - Monthly Costs - PhP 10,000 and above",CWSU-8 - Monthly Costs - Water Bottles,CWSU-8 - Monthly Costs - Truck Delivery,CWSU-8 - Monthly Costs - Others:,"CWSU-8 - Monthly Costs - If others, input here",CWSU-9 - Issues (Tap Water) - Yes,CWSU-9 - Issues (Tap Water) - No,CWSU-9 - Issues (Tap Water) - N/A,CWSU-9 - Issues (Tap Water) - Supply interruption,CWSU-9 - Issues (Tap Water) - Salinity,CWSU-9 - Issues (Tap Water) - Taste,CWSU-9 - Issues (Tap Water) - Smell,CWSU-9 - Issues (Tap Water) - Turbidity,CWSU-9 - Issues (Tap Water) - Costs,CWSU-9 - Issues (Tap Water) - Others,"CWSU-9 - Issues (Tap Water) - If others, input here",CWSU-10 - Issues (Deep Well) - Yes,CWSU-10 - Issues (Deep Well) - No,CWSU-10 - Issues (Deep Well) - N/A,CWSU-10 - Issues (Deep Well) - Supply interruption,CWSU-10 - Issues (Deep Well) - Salinity,CWSU-10 - Issues (Deep Well) - Taste,CWSU-10 - Issues (Deep Well) - Smell,CWSU-10 - Issues (Deep Well) - Turbidity,CWSU-10 - Issues (Deep Well) - Costs,CWSU-10 - Issues (Deep Well) - Others,"CWSU-10 - Issues (Deep Well) - If others, input here",CWSU-11 - Issues (Truck Water) - Yes,CWSU-11 - Issues (Truck Water) - No,CWSU-11 - Issues (Truck Water) - N/A,CWSU-11 - Issues (Truck Water) - Supply interruption,CWSU-11 - Issues (Truck Water) - Salinity,CWSU-11 - Issues (Truck Water) - Taste,CWSU-11 - Issues (Truck Water) - Smell,CWSU-11 - Issues (Truck Water) - Turbidity,CWSU-11 - Issues (Truck Water) - Costs,CWSU-11 - Issues (Truck Water) - Others,"CWSU-11 - Issues (Truck Water) - If others, input here",CWSU-12 - Issues (Bottled Water) - Yes,CWSU-12 - Issues (Bottled Water) - No,CWSU-12 - Issues (Bottled Water) - N/A,"CWSU-12 - Issues (Bottled Water) - If yes, select all that apply",CWSU-12 - Issues (Bottled Water) - Supply interruption,CWSU-12 - Issues (Bottled Water) - Salinity,CWSU-12 - Issues (Bottled Water) - Taste,CWSU-12 - Issues (Bottled Water) - Smell,CWSU-12 - Issues (Bottled Water) - Turbidity,CWSU-12 - Issues (Bottled Water) - Costs,CWSU-12 - Issues (Bottled Water) - Others,"CWSU-12 - Issues (Bottled Water) - If others, input here",CWSU-13 - Interruptions (days) - We have continuous water supply everyday,CWSU-13 - Interruptions (days) - Once a week,CWSU-13 - Interruptions (days) - Twice a week,CWSU-13 - Interruptions (days) - Thrice a week,CWSU-13 - Interruptions (days) - Others,CWSU-13 - Interruptions (days) - How many hours per day do you experience water interruption?,AWTP-14 - Factors affecting Alt Sources - Cost-effectiveness,AWTP-14 - Factors affecting Alt Sources - Reliability (consistent supply),AWTP-14 - Factors affecting Alt Sources - Water Quality (Clean and safe),AWTP-14 - Factors affecting Alt Sources - Costumer service and maintenance support,AWTP-14 - Factors affecting Alt Sources - Others,"AWTP-14 - Factors affecting Alt Sources - If others, input here",AWTP-15 - Desalination Awareness - Yes,AWTP-15 - Desalination Awareness - No,AWTP-16 - Desalinated Willingness - Yes,AWTP-16 - Desalinated Willingness - No,AWTP-17 - Desalinated Premium Pay - Yes,AWTP-17 - Desalinated Premium Pay - No,AWTP-17 - Desalinated Premium Pay - Depends on the cost difference,"AWTP-17 - Desalinated Premium Pay - If yes, in what payment structure",AWTP-17 - Desalinated Premium Pay - Fixed tariff,AWTP-17 - Desalinated Premium Pay - Tiered pricing,AWTP-17 - Desalinated Premium Pay - Pay per use,AWTP-17 - Desalinated Premium Pay - Seasonal,AWTP - Max Price - Commercial - 160,AWTP - Max Price - Commercial - 200,AWTP - Max Price - Commercial - 100,AWTP-19 - Max Price - Commercial - Others,AWTP-19 - Max Price - Residential - 50,AWTP-19 - Max Price - Residential - 80,AWTP-19 - Max Price - Residential - 100,AWTP-19 - Max Price - Residential - Others,AWTP-20 - Budget - < 3000,AWTP-20 - Budget - 3000 - 6000,AWTP-20 - Budget - 6000 - 9000,AWTP-20 - Budget - 9000 - 15000,AWTP-20 - Budget - Others,AWTP-21 - Concerns,WTP_Comm,WTP_Resi,Desalination Awareness,Desalinated Willingness,Desalinated Premium Pay,Max Price (Commercial),Max Price (Residential),Budget,AWTP-20 - Budget - Others_numeric
PAR-9C,PARIAN,Commercial,06/06/25,Julius Mark Apilado,Small,Kateapunero,Parian,Restaurant / Food Service,3,8:00,17:00,0,0.0,1,1,1,0,0.0,0,0,1,0,0.0,1,0.0,0,1,0,0,1,0.0,0,0.0,10.2195,417.0,0.0,0.0,90.0,0.0,December,January,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,Magkaroon ng maraming source of water,160.0,0.0,1,1,1,160.0,0.0,0.0,0.0
PAR-10C,PARIAN,Commercial,06/08/25,Julius Mark Apilado,Medium,Jamil Reigns Car Wash,Parian,Car Wash,3,8:00,17:00,0,0.0,1,1,1,1,1.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,0.0,20,0.0,140.0,0.0,20.0,0.0,March,May,0,0,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,March-May,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
PAR-11C,PARIAN,Commercial,06/06/25,Julius Mark Apilado,Small,Tito Sid's Food Services,Parian,Restaurant / Food Service,7,8:00,17:00,0,0.0,1,1,1,0,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,600.0,0,0.0,6340.819022,0.0,600.0,0.0,March,April,0,0,0,0,0,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,Pag summer kokonti ang tubig sa poso sana may stable na pagkukunan ng tubig ang water district naman,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
PAR-12C,PARIAN,Commercial,06/09/25,Julius Mark Apilado,Small,Bobo Kids Frozen Foods,Parian,0,3,0,0,0,0.0,1,1,1,1,1.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,60.0,0,0.0,528.4015852,0.0,60.0,0.0,March,May,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,Laging walang tubig ang water district,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-1C,PORO,Commercial,06/06/2025,Mariel Natiola,Medium,RN Quench,Poro,Manufacturing / Production,5,8:00,17:00,0,0.0,1,0,0,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,8.0,0,0.0,1585.204756,0.0,0.0,0.0,March,May,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,200.0,0.0,1,1,1,200.0,0.0,1500.0,0.0
POR-2C,PORO,Commercial,06/06/2025,Mariel Natiola,Large,San Agustin (Poro) Elementary School,Poro,College / University,0,8:00,17:00,0,0.0,1,1,1,0,1.0,0,0,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,0.0,"2,000",0.0,10000.0,0.0,0.0,0.0,January,March,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,1,1,2,0.0,0.0,1500.0,0.0
POR-3C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Agsubli-subli Lodge & Eatery,Poro,Food Service,60,0:00,23:59,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,100.0,70,0.0,18494.05548,0.0,100.0,0.0,March,May,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0.0,0,0,0,0,0,0,0,30.0,0.0,0.0,0.0,0.0,1,0,0,0,0,It must be low cost for consumers,30.0,0.0,1,1,1,30.0,0.0,1500.0,0.0
POR-4C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,0,Poro,Restaurant / Food Service,40,8:00,17:00,0,0.0,0,1,0,0,0.0,0,0,1,1,0.0,0,0.0,0,0,0,0,1,0.0,0,150.0,1.875,0.0,60.0,0.0,90.0,0.0,May,April,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-5C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Balik-balik Eatery/ 09950978651,Poro,Restaurant / Food Service,80,8:00,17:00,0,0.0,1,1,1,0,0.0,0,0,1,1,0.0,0,0.0,0,0,0,0,1,0.0,0,90.0,0,166.6666667,0.0,0.0,450.0,0.0,March,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-6C,PORO,Commercial,06/06/2025,Mariel Natiola,Medium,Patchi Water Refiling Station (Living Water)/ 09159427622,Poro,Manufacturing / Production,6,8:00,17:00,0,0.0,1,0,0,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,60.0,0,0.0,12000.0,0.0,0.0,0.0,April,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-7C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Ynna's Canteen/ 09948432821,Poro,Restaurant / Food Service,30,8:00,17:00,0,0.0,1,1,0,1,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,0,120.0,1.5,0.0,300.0,0.0,120.0,0.0,April,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-8C,PORO,Commercial,06/06/2025,Mariel Natiola,Medium,R2M Water Refilling Station/ 09812674401,Poro,Manufacturing / Production,2,8:00,17:00,0,0.0,1,0,0,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,0,60.0,6.813,0.0,1800.0,0.0,60.0,0.0,April,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,200.0,0.0,1,1,1,200.0,0.0,1500.0,0.0
POR-9C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Aces Kainan/09192487371,Poro,Restaurant / Food Service,40,8:00,17:00,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0.0,0,120.0,6,0.0,40.0,0.0,120.0,0.0,April,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-10C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Rollen's Kitchenette/09455413905,Poro,Restaurant / Food Service,40,8:00,17:00,0,0.0,1,1,1,0,0.0,0,0,1,1,0.0,0,0.0,0,0,0,0,1,0.0,0,120.0,13.626,0.0,0.0,0.0,120.0,0.0,March,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-11C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Wallace Fuel Storage/09515116723,Poro,Manufacturing / Production,20,8:00,17:00,0,0.0,0,0,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,12.0,1.5,0.0,300.0,0.0,12.0,0.0,April,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-12C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,0,Poro,Restaurant / Food Service,5,0:00,23:59,0,0.0,1,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,25.0,1.8,0.0,0.0,0.0,25.0,0.0,April,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-13C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Virgie's Food Kiosk,Poro,Restaurant / Food Service,50,8:00,17:00,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,180.0,18,0.0,3600.0,0.0,180.0,0.0,April,May,0,0,0,0,0,4500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-14C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Ina's Food Services,Poro,Restaurant / Food Service,12,8:00,17:00,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,1.071428571,0.0,0.0,0.0,5.0,0.0,April,May,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,2,160.0,0.0,1500.0,0.0
POR-15C,PORO,Commercial,06/06/2025,Mariel Natiola,Large,Kelly 818 Corp./09954588313 (Blue Marlin Resort),Poro,Restaurant / Food Service,0,8:00,17:00,0,0.0,0,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,4500.0,0.0
POR-16C,PORO,Commercial,06/06/2025,Mariel Natiola,Small,Aiko's Lutong Bahay/09157790195,Poro,Restaurant / Food Service,7,0:00,23:59,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,0,0.0,0,0,0,0,0,0.0,0,140.0,6,0.0,0.0,0.0,817.0,0.0,April,May,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,twice every year,2,1,1,1,1,0,0,1,0,0,1,1,0,0,0.0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
POR-17C,PORO,Commercial,06/07/2025,Mariel Natiola,Small,JARVENDEN FOOFHUB I,Poro,Restaurant / Food Service,30,8:00,17:00,0,0.0,0,1,1,0,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,25.0,1.275,0.0,255.0,0.0,0.0,0.0,May,May,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0.0,0,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
SAG-1C,SAN AGUSTIN,Commercial,06/07/2025,Crystal Marie Flores,Small,JARO MINIMART GROCERY,"Pennyslvania Avenue, San Agustin",Minimart,25,8:00,17:00,0,0.0,0,1,1,0,0.0,0,0,1,0,0.0,0,0.0,0,0,0,1,0,0.0,0,0.0,3.52005,0.0,0.0,0.0,31.0,0.0,April,May,0,0,0,0,0,930,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
SAG-2C,SAN AGUSTIN,Commercial,06/0725,Crystal Marie Flores,Small,DRM JAY-POT ,"Pennyslvania Avenue, San Agustin",Refilling Station,5,8:00,17:00,0,0.0,1,1,0,1,0.0,0,1,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,0.0,10.2195,0.0,0.0,0.0,90.0,0.0,March,April,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,200.0,0.0,1,1,1,200.0,0.0,1500.0,0.0
SAG-3C,SAN AGUSTIN,Commercial,06/07/2025,Crystal Marie Flores,Small,TIGERS CARWASH,"Pennyslvania Avenue, San Agustin",Car Wash,16,8:00,17:00,0,0.0,0,0,1,1,0.0,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0.0,0,0.0,5,0.0,375.0,0.0,0.0,0.0,May,April,1,0,0,0,0,900,0,1,Deep Well,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
SAG-4C,SAN AGUSTIN,Commercial,06/10/2025,Crystal Marie Flores,Large,San Agustin Poro Elementary School,San Agustin Poro Elementary School,College / University,28,8:00,17:00,0,0.0,1,1,0,1,0.0,0,0,0,1,0.0,1,0.0,0,0,0,0,1,0.0,0,0.0,4.542,0.0,0.0,0.0,25.0,0.0,March,May,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,0.0
SEV-1C,SEVILLA,Commercial,06/09/2025,Trisha Cacdac,Small,R'S CAFETERIA,Sevilla,Restaurant / Food Service,2,8:00,17:00,0,0.0,1,1,1,0,0.0,0,1,0,1,0.0,1,0.0,0,0,1,0,1,0.0,0,10.0,1,0.0,300.0,0.0,60.0,0.0,March,March,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0.0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,500,0,160.0,0.0,1,1,1,160.0,0.0,1500.0,500.0
SEV-2C,SEVILLA,Commercial,06/07/2025,Arvee Jeric Agustin,Large,GO INN,Sevilla,Hotel Accomodation,0,0:00,23:59,0,0.0,0,0,1,0,0.0,0,1,0,1,1.0,0,0.0,0,0,0,0,0,0.0,0,45.0,25.54875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,160.0,0.0,1,1,1,160.0,0.0,4500.0,0.0
